run_id,decoder_type,layer_count,hidden_size,epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
lstm_preinject_layers3_hidden512,lstm,3,512,11,0.9004656672477722,0.15244343876838684,1.1735032796859741,0.13783636689186096
lstm_preinject_layers3_hidden512,lstm,3,512,12,0.87112957239151,0.15624040365219116,1.1720480918884277,0.1382303088903427
lstm_preinject_layers3_hidden512,lstm,3,512,13,0.843677282333374,0.15986767411231995,1.177199363708496,0.13835151493549347
lstm_preinject_layers3_hidden512,lstm,3,512,14,0.8179288506507874,0.16379797458648682,1.1820963621139526,0.1382909119129181
lstm_preinject_layers3_hidden512,lstm,3,512,15,0.7935620546340942,0.1678040474653244,1.186521053314209,0.13823635876178741
lstm_preinject_layers3_hidden512,lstm,3,512,16,0.7696576714515686,0.17151616513729095,1.1932551860809326,0.1379999965429306
lstm_preinject_layers3_hidden512,lstm,3,512,17,0.7471228241920471,0.17522625625133514,1.1988670825958252,0.1372121274471283
lstm_preinject_layers3_hidden512,lstm,3,512,18,0.7245146036148071,0.17929798364639282,1.204856038093567,0.1371757537126541
lstm_preinject_layers3_hidden512,lstm,3,512,19,0.7030870318412781,0.1833343505859375,1.2153258323669434,0.13604848086833954
lstm_preinject_layers3_hidden512,lstm,3,512,20,0.6810799837112427,0.1873100996017456,1.2273664474487305,0.13583029806613922
lstm_preinject_layers3_hidden128,lstm,3,128,1,1.91696035861969,0.05807272717356682,1.7758089303970337,0.07921212166547775
lstm_preinject_layers3_hidden128,lstm,3,128,2,1.5703197717666626,0.09052727371454239,1.5013257265090942,0.098739393055439
lstm_preinject_layers3_hidden128,lstm,3,128,3,1.400217890739441,0.10604242235422134,1.4048508405685425,0.11115151643753052
lstm_preinject_layers3_hidden128,lstm,3,128,4,1.311484456062317,0.1157212108373642,1.3437408208847046,0.11912120878696442
lstm_preinject_layers3_hidden128,lstm,3,128,5,1.243536114692688,0.12204747647047043,1.305168867111206,0.1218060627579689
lstm_preinject_layers3_hidden128,lstm,3,128,6,1.1936041116714478,0.12636464834213257,1.2801384925842285,0.12418181449174881
lstm_preinject_layers3_hidden128,lstm,3,128,7,1.1500909328460693,0.13055959343910217,1.2529221773147583,0.12755757570266724
lstm_preinject_layers3_hidden128,lstm,3,128,8,1.1102558374404907,0.1340414136648178,1.2338005304336548,0.12955757975578308
lstm_preinject_layers3_hidden128,lstm,3,128,9,1.0758159160614014,0.13727879524230957,1.2197926044464111,0.1308545470237732
lstm_preinject_layers3_hidden128,lstm,3,128,10,1.0448182821273804,0.14013434946537018,1.209247350692749,0.13206666707992554
lstm_preinject_layers3_hidden128,lstm,3,128,11,1.016791582107544,0.1431373804807663,1.2036715745925903,0.13260605931282043
lstm_preinject_layers3_hidden128,lstm,3,128,12,0.99153071641922,0.14609494805335999,1.1976306438446045,0.1340363621711731
lstm_preinject_layers3_hidden128,lstm,3,128,13,0.9688630104064941,0.1486060619354248,1.1996561288833618,0.13446061313152313
lstm_preinject_layers3_hidden128,lstm,3,128,14,0.9482938647270203,0.15084747970104218,1.198608160018921,0.13414545357227325
lstm_preinject_layers3_hidden128,lstm,3,128,15,0.9305893778800964,0.15304140746593475,1.1983973979949951,0.13435152173042297
lstm_preinject_layers3_hidden128,lstm,3,128,16,0.91169673204422,0.15546666085720062,1.1998634338378906,0.13515757024288177
lstm_preinject_layers3_hidden128,lstm,3,128,17,0.8944658637046814,0.15782323479652405,1.203520655632019,0.13466060161590576
lstm_preinject_layers3_hidden128,lstm,3,128,18,0.878329873085022,0.1601252555847168,1.2049449682235718,0.13530303537845612
lstm_preinject_layers3_hidden128,lstm,3,128,19,0.8632486462593079,0.1623121201992035,1.2100311517715454,0.13390302658081055
lstm_preinject_layers3_hidden128,lstm,3,128,20,0.8486025333404541,0.16471615433692932,1.2126137018203735,0.13445454835891724
rnn_preinject_layers2_hidden128,rnn,2,128,1,1.5962847471237183,0.09171313047409058,1.375278353691101,0.1149090901017189
rnn_preinject_layers2_hidden128,rnn,2,128,2,1.2648934125900269,0.12121212482452393,1.2788944244384766,0.12466060370206833
rnn_preinject_layers2_hidden128,rnn,2,128,3,1.1673375368118286,0.13008585572242737,1.2380454540252686,0.12886060774326324
rnn_preinject_layers2_hidden128,rnn,2,128,4,1.1062190532684326,0.13535858690738678,1.2181686162948608,0.13121211528778076
rnn_preinject_layers2_hidden128,rnn,2,128,5,1.0610913038253784,0.13983333110809326,1.2056704759597778,0.13146667182445526
rnn_preinject_layers2_hidden128,rnn,2,128,6,1.0246906280517578,0.14356867969036102,1.1987649202346802,0.13312120735645294
rnn_preinject_layers2_hidden128,rnn,2,128,7,0.9937742352485657,0.14700302481651306,1.1954628229141235,0.1324242353439331
rnn_preinject_layers2_hidden128,rnn,2,128,8,0.9664382338523865,0.15025050938129425,1.1973204612731934,0.1343030333518982
rnn_preinject_layers2_hidden128,rnn,2,128,9,0.9417104721069336,0.15300101041793823,1.196850061416626,0.13449697196483612
rnn_preinject_layers2_hidden128,rnn,2,128,10,0.9195661544799805,0.15600505471229553,1.2012933492660522,0.13332727551460266
rnn_preinject_layers2_hidden128,rnn,2,128,11,0.8983473777770996,0.15889090299606323,1.2042187452316284,0.1319212168455124
rnn_preinject_layers2_hidden128,rnn,2,128,12,0.8790788054466248,0.1614292860031128,1.207475185394287,0.1334848552942276
rnn_preinject_layers2_hidden128,rnn,2,128,13,0.8610350489616394,0.1639464646577835,1.2120898962020874,0.13281212747097015
rnn_preinject_layers2_hidden128,rnn,2,128,14,0.844655454158783,0.16631413996219635,1.2201069593429565,0.13252121210098267
rnn_preinject_layers2_hidden128,rnn,2,128,15,0.829208493232727,0.16863738000392914,1.22623610496521,0.13209697604179382
rnn_preinject_layers2_hidden128,rnn,2,128,16,0.8143767714500427,0.1710282862186432,1.2306830883026123,0.13261818885803223
rnn_preinject_layers2_hidden128,rnn,2,128,17,0.8007941842079163,0.17317475378513336,1.2374651432037354,0.1305515170097351
rnn_preinject_layers2_hidden128,rnn,2,128,18,0.7881836295127869,0.17526060342788696,1.2448651790618896,0.12969696521759033
rnn_preinject_layers2_hidden128,rnn,2,128,19,0.7759928107261658,0.1771060675382614,1.2477613687515259,0.1297757625579834
rnn_preinject_layers2_hidden128,rnn,2,128,20,0.7643783092498779,0.17916767299175262,1.2572938203811646,0.1303333342075348
rnn_preinject_layers1_hidden128,rnn,1,128,1,1.5743980407714844,0.09501515328884125,1.3711477518081665,0.11588484793901443
rnn_preinject_layers1_hidden128,rnn,1,128,2,1.2582151889801025,0.12235858291387558,1.273541808128357,0.12509697675704956
rnn_preinject_layers1_hidden128,rnn,1,128,3,1.160946249961853,0.1304575800895691,1.233310341835022,0.12901818752288818
rnn_preinject_layers1_hidden128,rnn,1,128,4,1.098947286605835,0.1362636387348175,1.2136449813842773,0.1306060552597046
rnn_preinject_layers1_hidden128,rnn,1,128,5,1.0522544384002686,0.1406777799129486,1.203368067741394,0.13286666572093964
rnn_preinject_layers1_hidden128,rnn,1,128,6,1.0153981447219849,0.14414241909980774,1.1982489824295044,0.1329757571220398
rnn_preinject_layers1_hidden128,rnn,1,128,7,0.9837458729743958,0.14779798686504364,1.1939289569854736,0.1340363621711731
rnn_preinject_layers1_hidden128,rnn,1,128,8,0.9561226963996887,0.150810107588768,1.1959600448608398,0.13467273116111755
rnn_preinject_layers1_hidden128,rnn,1,128,9,0.9311544895172119,0.1537616103887558,1.197762370109558,0.1337757557630539
rnn_preinject_layers1_hidden128,rnn,1,128,10,0.9086883664131165,0.15659494698047638,1.1996299028396606,0.134042426943779
rnn_preinject_layers1_hidden128,rnn,1,128,11,0.8877021074295044,0.15968888998031616,1.2054343223571777,0.13332121074199677
rnn_preinject_layers1_hidden128,rnn,1,128,12,0.8695408701896667,0.16200505197048187,1.2085788249969482,0.1337818205356598
rnn_preinject_layers1_hidden128,rnn,1,128,13,0.8520227670669556,0.16475656628608704,1.2127413749694824,0.13262423872947693
rnn_preinject_layers1_hidden128,rnn,1,128,14,0.8361815810203552,0.16726768016815186,1.2209991216659546,0.13253939151763916
rnn_preinject_layers1_hidden128,rnn,1,128,15,0.8214768767356873,0.16919495165348053,1.227232813835144,0.13226060569286346
rnn_preinject_layers1_hidden128,rnn,1,128,16,0.8081732988357544,0.1712888926267624,1.2344589233398438,0.13128484785556793
rnn_preinject_layers1_hidden128,rnn,1,128,17,0.7954935431480408,0.17325051128864288,1.241342306137085,0.1305636316537857
rnn_preinject_layers1_hidden128,rnn,1,128,18,0.7832637429237366,0.17527273297309875,1.2484012842178345,0.13090908527374268
rnn_preinject_layers1_hidden128,rnn,1,128,19,0.7731357216835022,0.17698585987091064,1.2524443864822388,0.12941211462020874
rnn_preinject_layers1_hidden128,rnn,1,128,20,0.7627694010734558,0.17856869101524353,1.2604069709777832,0.12832726538181305
lstm_preinject_layers1_hidden128,lstm,1,128,1,1.7029454708099365,0.08126767724752426,1.4914823770523071,0.10613939166069031
lstm_preinject_layers1_hidden128,lstm,1,128,2,1.3764928579330444,0.112130306661129,1.3717694282531738,0.11532727628946304
lstm_preinject_layers1_hidden128,lstm,1,128,3,1.2665268182754517,0.12181919068098068,1.3035764694213867,0.1231272742152214
lstm_preinject_layers1_hidden128,lstm,1,128,4,1.1957738399505615,0.12760505080223083,1.2670917510986328,0.12584242224693298
lstm_preinject_layers1_hidden128,lstm,1,128,5,1.1440677642822266,0.13179494440555573,1.2417997121810913,0.12779393792152405
lstm_preinject_layers1_hidden128,lstm,1,128,6,1.101984977722168,0.13551312685012817,1.223454475402832,0.1297818124294281
lstm_preinject_layers1_hidden128,lstm,1,128,7,1.0664260387420654,0.13875555992126465,1.2109473943710327,0.13196364045143127
lstm_preinject_layers1_hidden128,lstm,1,128,8,1.0337202548980713,0.1419050544500351,1.1994587182998657,0.13275757431983948
lstm_preinject_layers1_hidden128,lstm,1,128,9,1.0020047426223755,0.1454656571149826,1.1901644468307495,0.13487273454666138
lstm_preinject_layers1_hidden128,lstm,1,128,10,0.973828911781311,0.14857374131679535,1.187363624572754,0.1348363608121872
lstm_preinject_layers1_hidden128,lstm,1,128,11,0.9484355449676514,0.1514383852481842,1.182777762413025,0.1361454576253891
lstm_preinject_layers1_hidden128,lstm,1,128,12,0.9253649711608887,0.1542767733335495,1.1821949481964111,0.1369636356830597
lstm_preinject_layers1_hidden128,lstm,1,128,13,0.9035629034042358,0.1571919173002243,1.181736707687378,0.13660606741905212
lstm_preinject_layers1_hidden128,lstm,1,128,14,0.8834419250488281,0.1601434350013733,1.1840238571166992,0.13656969368457794
lstm_preinject_layers1_hidden128,lstm,1,128,15,0.864375114440918,0.1626434326171875,1.1845622062683105,0.13713333010673523
lstm_preinject_layers1_hidden128,lstm,1,128,16,0.8468306660652161,0.16563737392425537,1.1874709129333496,0.1369515210390091
lstm_preinject_layers1_hidden128,lstm,1,128,17,0.8296640515327454,0.16820000112056732,1.19370698928833,0.13736364245414734
lstm_preinject_layers1_hidden128,lstm,1,128,18,0.8138372302055359,0.17062121629714966,1.1964747905731201,0.1367090940475464
lstm_preinject_layers1_hidden128,lstm,1,128,19,0.7987015247344971,0.17301110923290253,1.1992299556732178,0.13732726871967316
lstm_preinject_layers1_hidden128,lstm,1,128,20,0.7843313217163086,0.1754242479801178,1.201720952987671,0.13663029670715332
lstm_preinject_layers1_hidden512,lstm,1,512,1,1.5265828371047974,0.0983656570315361,1.3594242334365845,0.11680000275373459
lstm_preinject_layers1_hidden512,lstm,1,512,2,1.2307261228561401,0.1239100992679596,1.2525502443313599,0.1270848512649536
lstm_preinject_layers1_hidden512,lstm,1,512,3,1.1156539916992188,0.1332242488861084,1.197396993637085,0.1321939378976822
lstm_preinject_layers1_hidden512,lstm,1,512,4,1.0291308164596558,0.1411404013633728,1.1620019674301147,0.13682423532009125
lstm_preinject_layers1_hidden512,lstm,1,512,5,0.9605975151062012,0.14800606667995453,1.1492210626602173,0.1385454535484314
lstm_preinject_layers1_hidden512,lstm,1,512,6,0.9027637243270874,0.15416768193244934,1.1416348218917847,0.14050303399562836
lstm_preinject_layers1_hidden512,lstm,1,512,7,0.8518010377883911,0.15983030200004578,1.1435176134109497,0.14084848761558533
lstm_preinject_layers1_hidden512,lstm,1,512,8,0.8053554892539978,0.1666010171175003,1.14822256565094,0.1420181840658188
lstm_preinject_layers1_hidden512,lstm,1,512,9,0.7633854746818542,0.17320303618907928,1.1572755575180054,0.1430787891149521
lstm_preinject_layers1_hidden512,lstm,1,512,10,0.725009024143219,0.17965757846832275,1.1654751300811768,0.14186666905879974
lstm_preinject_layers1_hidden512,lstm,1,512,11,0.6897282004356384,0.1858939379453659,1.1771858930587769,0.1409151554107666
lstm_preinject_layers1_hidden512,lstm,1,512,12,0.6565757989883423,0.1920262575149536,1.1889270544052124,0.13912726938724518
lstm_preinject_layers1_hidden512,lstm,1,512,13,0.6254544258117676,0.1983616203069687,1.203507661819458,0.1399030238389969
lstm_preinject_layers1_hidden512,lstm,1,512,14,0.5962207317352295,0.2044101059436798,1.2170002460479736,0.13741211593151093
lstm_preinject_layers1_hidden512,lstm,1,512,15,0.5682588815689087,0.21028687059879303,1.2343488931655884,0.13832120597362518
lstm_preinject_layers1_hidden512,lstm,1,512,16,0.5416670441627502,0.21596162021160126,1.2477262020111084,0.13707879185676575
lstm_preinject_layers1_hidden512,lstm,1,512,17,0.5162918567657471,0.22167879343032837,1.2647063732147217,0.13571515679359436
lstm_preinject_layers1_hidden512,lstm,1,512,18,0.4922635853290558,0.22730505466461182,1.2850501537322998,0.1359030306339264
lstm_preinject_layers1_hidden512,lstm,1,512,19,0.4685297906398773,0.2330888956785202,1.301876425743103,0.13461817800998688
lstm_preinject_layers1_hidden512,lstm,1,512,20,0.44645312428474426,0.23828181624412537,1.3196500539779663,0.13443030416965485
rnn_preinject_layers3_hidden512,rnn,3,512,1,1.5743811130523682,0.09365252405405045,1.3935108184814453,0.11347878724336624
rnn_preinject_layers3_hidden512,rnn,3,512,2,1.292031168937683,0.11855151504278183,1.319952130317688,0.1215393915772438
rnn_preinject_layers3_hidden512,rnn,3,512,3,1.1976057291030884,0.12525656819343567,1.2832552194595337,0.12382423877716064
rnn_preinject_layers3_hidden512,rnn,3,512,4,1.132108449935913,0.12951414287090302,1.2598966360092163,0.12450303137302399
rnn_preinject_layers3_hidden512,rnn,3,512,5,1.084031343460083,0.13313333690166473,1.2575573921203613,0.12438181787729263
rnn_preinject_layers3_hidden512,rnn,3,512,6,1.0438631772994995,0.13610202074050903,1.245534896850586,0.13050909340381622
rnn_preinject_layers3_hidden512,rnn,3,512,7,1.010770559310913,0.13898585736751556,1.2432299852371216,0.12885454297065735
rnn_preinject_layers3_hidden512,rnn,3,512,8,0.9841407537460327,0.14091818034648895,1.2413132190704346,0.12887878715991974
rnn_preinject_layers3_hidden512,rnn,3,512,9,0.9586083889007568,0.143107071518898,1.2388347387313843,0.13089090585708618
rnn_preinject_layers3_hidden512,rnn,3,512,10,0.9362952709197998,0.1455201953649521,1.2474572658538818,0.13016363978385925
rnn_preinject_layers3_hidden512,rnn,3,512,11,0.9169705510139465,0.14726565778255463,1.2535067796707153,0.12832726538181305
rnn_preinject_layers3_hidden512,rnn,3,512,12,0.9006639719009399,0.14897474646568298,1.258589267730713,0.1297575831413269
rnn_preinject_layers3_hidden512,rnn,3,512,13,0.8866723775863647,0.15062929689884186,1.2576767206192017,0.13019999861717224
rnn_preinject_layers3_hidden512,rnn,3,512,14,0.8729466795921326,0.15196970105171204,1.2638661861419678,0.12989696860313416
rnn_preinject_layers3_hidden512,rnn,3,512,15,0.8628336191177368,0.1529727280139923,1.2706815004348755,0.1273878812789917
rnn_preinject_layers3_hidden512,rnn,3,512,16,0.8508933782577515,0.15451514720916748,1.2780687808990479,0.12964849174022675
rnn_preinject_layers3_hidden512,rnn,3,512,17,0.8414666652679443,0.15561413764953613,1.2776190042495728,0.12932121753692627
rnn_preinject_layers3_hidden512,rnn,3,512,18,0.831163763999939,0.15708282589912415,1.2782807350158691,0.13035151362419128
rnn_preinject_layers3_hidden512,rnn,3,512,19,0.8237389922142029,0.1581343412399292,1.2869521379470825,0.12834545969963074
rnn_preinject_layers3_hidden512,rnn,3,512,20,0.8182867765426636,0.158715158700943,1.2927838563919067,0.12937575578689575
rnn_preinject_layers1_hidden512,rnn,1,512,1,1.4617817401885986,0.1044868677854538,1.3130395412445068,0.12083636224269867
rnn_preinject_layers1_hidden512,rnn,1,512,2,1.1802096366882324,0.1284717172384262,1.229050636291504,0.1303090900182724
rnn_preinject_layers1_hidden512,rnn,1,512,3,1.0684850215911865,0.1371292918920517,1.2067649364471436,0.13380606472492218
rnn_preinject_layers1_hidden512,rnn,1,512,4,0.9917946457862854,0.14398181438446045,1.1992665529251099,0.13440605998039246
rnn_preinject_layers1_hidden512,rnn,1,512,5,0.930336058139801,0.14972221851348877,1.1956968307495117,0.13498787581920624
rnn_preinject_layers1_hidden512,rnn,1,512,6,0.8780059814453125,0.15591414272785187,1.20529043674469,0.13415758311748505
rnn_preinject_layers1_hidden512,rnn,1,512,7,0.8335473537445068,0.16161009669303894,1.2121973037719727,0.1345818191766739
rnn_preinject_layers1_hidden512,rnn,1,512,8,0.7950828075408936,0.1670575737953186,1.2247434854507446,0.1353575736284256
rnn_preinject_layers1_hidden512,rnn,1,512,9,0.7596548199653625,0.1725504994392395,1.2380471229553223,0.13370302319526672
rnn_preinject_layers1_hidden512,rnn,1,512,10,0.7284092903137207,0.17738990485668182,1.250327229499817,0.13130909204483032
rnn_preinject_layers1_hidden512,rnn,1,512,11,0.7006350159645081,0.18230201303958893,1.2622191905975342,0.1332121193408966
rnn_preinject_layers1_hidden512,rnn,1,512,12,0.680197536945343,0.18580101430416107,1.2792603969573975,0.1308242380619049
rnn_preinject_layers1_hidden512,rnn,1,512,13,0.6589847803115845,0.189242422580719,1.2838598489761353,0.12944848835468292
rnn_preinject_layers1_hidden512,rnn,1,512,14,0.6347838044166565,0.19371111690998077,1.3053128719329834,0.13046666979789734
rnn_preinject_layers1_hidden512,rnn,1,512,15,0.616630494594574,0.19713737070560455,1.313452124595642,0.12966667115688324
rnn_preinject_layers1_hidden512,rnn,1,512,16,0.6013466715812683,0.20020808279514313,1.3257336616516113,0.128448486328125
rnn_preinject_layers1_hidden512,rnn,1,512,17,0.5854464173316956,0.20307879149913788,1.3396403789520264,0.12989090383052826
rnn_preinject_layers1_hidden512,rnn,1,512,18,0.5722851753234863,0.20600302517414093,1.3554121255874634,0.1287151575088501
rnn_preinject_layers1_hidden512,rnn,1,512,19,0.5632771849632263,0.2077121138572693,1.3642224073410034,0.12911514937877655
rnn_preinject_layers1_hidden512,rnn,1,512,20,0.5505614876747131,0.2101171761751175,1.3769108057022095,0.12756364047527313
rnn_preinject_layers3_hidden128,rnn,3,128,1,1.6307308673858643,0.0874868705868721,1.419592022895813,0.10866666585206985
rnn_preinject_layers3_hidden128,rnn,3,128,2,1.3120067119598389,0.11577171832323074,1.325318694114685,0.11939393728971481
rnn_preinject_layers3_hidden128,rnn,3,128,3,1.2208436727523804,0.12438485026359558,1.2768776416778564,0.1252424269914627
rnn_preinject_layers3_hidden128,rnn,3,128,4,1.1543292999267578,0.13046060502529144,1.2470265626907349,0.12813939154148102
rnn_preinject_layers3_hidden128,rnn,3,128,5,1.106087327003479,0.13487979769706726,1.229099988937378,0.13033939898014069
rnn_preinject_layers3_hidden128,rnn,3,128,6,1.0675246715545654,0.13853737711906433,1.2155054807662964,0.13150909543037415
rnn_preinject_layers3_hidden128,rnn,3,128,7,1.0344711542129517,0.14188282191753387,1.2094619274139404,0.13274545967578888
rnn_preinject_layers3_hidden128,rnn,3,128,8,1.0061004161834717,0.1447787880897522,1.2047842741012573,0.1334909051656723
rnn_preinject_layers3_hidden128,rnn,3,128,9,0.9806565642356873,0.14773333072662354,1.2065064907073975,0.13265454769134521
rnn_preinject_layers3_hidden128,rnn,3,128,10,0.958019495010376,0.1505090892314911,1.204171061515808,0.13339394330978394
rnn_preinject_layers3_hidden128,rnn,3,128,11,0.9368676543235779,0.1529848426580429,1.2067242860794067,0.13416363298892975
rnn_preinject_layers3_hidden128,rnn,3,128,12,0.917472779750824,0.1554616093635559,1.2093219757080078,0.13465455174446106
rnn_preinject_layers3_hidden128,rnn,3,128,13,0.8989397883415222,0.15794242918491364,1.2140967845916748,0.13331514596939087
rnn_preinject_layers3_hidden128,rnn,3,128,14,0.8822367787361145,0.15995252132415771,1.2148083448410034,0.13290302455425262
rnn_preinject_layers3_hidden128,rnn,3,128,15,0.8662455677986145,0.16246666014194489,1.2254756689071655,0.13170303404331207
rnn_preinject_layers3_hidden128,rnn,3,128,16,0.8512416481971741,0.1645626276731491,1.2282273769378662,0.13257575035095215
rnn_preinject_layers3_hidden128,rnn,3,128,17,0.8372380137443542,0.16673636436462402,1.2339204549789429,0.13179394602775574
rnn_preinject_layers3_hidden128,rnn,3,128,18,0.8247304558753967,0.16872121393680573,1.2386800050735474,0.13092121481895447
rnn_preinject_layers3_hidden128,rnn,3,128,19,0.8112831115722656,0.17079192399978638,1.245641827583313,0.13145454227924347
rnn_preinject_layers3_hidden128,rnn,3,128,20,0.8004788160324097,0.17259898781776428,1.2486779689788818,0.1305333375930786
