run_id,conv_layer_count,filter_profile,kernel_profile,pooling_type,params,epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,8,0.09366443008184433,0.9710544943809509,1.0463171005249023,0.7598004341125488
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,9,0.07571838051080704,0.9765763878822327,1.0866978168487549,0.7562366127967834
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,10,0.05107232555747032,0.9859280586242676,1.1507012844085693,0.7505345940589905
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,11,0.04002790153026581,0.9899358749389648,1.3798553943634033,0.7434070110321045
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,12,0.05241774022579193,0.984592080116272,1.2209864854812622,0.7544547319412231
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,13,0.06688710302114487,0.9791592359542847,1.6619913578033447,0.7202423214912415
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,14,0.0436733141541481,0.9865514636039734,1.398457646369934,0.7551674842834473
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,15,0.02325095422565937,0.9940328001976013,1.6316547393798828,0.7565929889678955
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,16,0.029177669435739517,0.9927858710289001,1.71598219871521,0.7348538637161255
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,17,0.024753686040639877,0.9929640293121338,1.5151281356811523,0.7473271489143372
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,18,0.034831684082746506,0.9900249242782593,1.684763789176941,0.7401995658874512
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,19,0.033394426107406616,0.9900249242782593,1.6331350803375244,0.7491090297698975
shared_l2_f16-32_k3x3-3x3_average,2,16-32,3x3-3x3,average,3692390,20,0.02325437031686306,0.9929640293121338,1.6375035047531128,0.7544547319412231
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,1,0.9961797595024109,0.6164944767951965,0.8659642934799194,0.6835352778434753
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,2,0.6789994239807129,0.7491093873977661,0.725316047668457,0.7426941990852356
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,3,0.49779337644577026,0.8191129565238953,0.7714902758598328,0.7330719828605652
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,4,0.3137226402759552,0.8893836736679077,0.7870641350746155,0.7501782178878784
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,5,0.17754454910755157,0.9420199394226074,0.9109218120574951,0.7487526535987854
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,6,0.10683634132146835,0.9684717059135437,0.96640545129776,0.7512473464012146
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,7,0.07217773795127869,0.9790701866149902,1.1704802513122559,0.7159658074378967
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,8,0.0591246597468853,0.9837905168533325,1.2028247117996216,0.7555238604545593
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,9,0.046237844973802567,0.9879764914512634,1.2549254894256592,0.753741979598999
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,10,0.0496743880212307,0.9857499003410339,1.3715585470199585,0.7562366127967834
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,11,0.04011905938386917,0.9882436990737915,1.425233244895935,0.7455452680587769
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,12,0.04619912430644035,0.9872639775276184,1.6200062036514282,0.7305773496627808
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,13,0.028763344511389732,0.9918062090873718,1.5589442253112793,0.7426941990852356
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,14,0.024931613355875015,0.9946562051773071,1.5538856983184814,0.7430506348609924
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,15,0.023851752281188965,0.9954577684402466,1.8967779874801636,0.7291518449783325
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,16,0.03165161982178688,0.9916280508041382,1.8555736541748047,0.7312901020050049
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,17,0.03556577116250992,0.9881545901298523,1.9944571256637573,0.7195295691490173
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,18,0.02181267738342285,0.9951015114784241,1.8628326654434204,0.7159658074378967
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,19,0.035000063478946686,0.9911827445030212,2.116626024246216,0.7134711146354675
shared_l2_f16-32_k5x5-3x3_max,2,16-32,5x5-3x3,max,3693158,20,0.018144803121685982,0.9953687191009521,1.8506144285202026,0.746614396572113
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,1,1.0329099893569946,0.6042928099632263,0.8759447932243347,0.6796151399612427
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,2,0.7467840909957886,0.7255076766014099,0.7870336174964905,0.7152530550956726
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,3,0.5586546659469604,0.7984502911567688,0.7970568537712097,0.7266571521759033
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,4,0.38699808716773987,0.8610616326332092,0.811311662197113,0.7401995658874512
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,5,0.24583712220191956,0.9187744855880737,0.958694577217102,0.7348538637161255
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,6,0.14990171790122986,0.9516387581825256,1.0456061363220215,0.7476835250854492
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,7,0.09785803407430649,0.9679372906684875,1.2289478778839111,0.7437633872032166
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,8,0.09294173866510391,0.9712326526641846,1.3128920793533325,0.7380613088607788
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,9,0.05091128870844841,0.9843248724937439,1.3467068672180176,0.7480399012565613
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,10,0.05598510056734085,0.9835233092308044,1.539703607559204,0.7384176850318909
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,11,0.05133659392595291,0.9856608510017395,1.7672045230865479,0.7266571521759033
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,12,0.04860086739063263,0.9861952066421509,1.6659001111984253,0.7434070110321045
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,13,0.0592365525662899,0.9807623624801636,1.8396109342575073,0.717747688293457
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,14,0.038251057267189026,0.9895796179771423,1.7451634407043457,0.7448325157165527
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,15,0.033316195011138916,0.9906483888626099,1.848529577255249,0.7401995658874512
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,16,0.021880943328142166,0.995546817779541,1.810046911239624,0.7423378229141235
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,17,0.016415545716881752,0.9961702823638916,2.1174681186676025,0.7362794280052185
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,18,0.02254551835358143,0.9940328001976013,2.046377182006836,0.7277262806892395
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,19,0.03798670694231987,0.9886890053749084,2.2500646114349365,0.7081254720687866
shared_l2_f32-64_k5x5-3x3_average,2,32-64,5x5-3x3,average,7394630,20,0.04578637331724167,0.9852155447006226,2.0011708736419678,0.7259443998336792
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,1,1.0467584133148193,0.5994834303855896,0.8933084011077881,0.6749821901321411
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,2,0.7221797108650208,0.7370858788490295,0.7300845384597778,0.7312901020050049
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,3,0.5207314491271973,0.8127894401550293,0.7389069199562073,0.7455452680587769
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,4,0.33151161670684814,0.8858211636543274,0.787177324295044,0.7565929889678955
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,5,0.19456757605075836,0.9348949193954468,0.9475679993629456,0.7483962774276733
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,6,0.1182330921292305,0.9617028832435608,1.0845929384231567,0.7159658074378967
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,7,0.08878957480192184,0.9716779589653015,1.2338916063308716,0.7412686944007874
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,8,0.07688533514738083,0.9771998524665833,1.322144627571106,0.7416250705718994
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,9,0.05483298376202583,0.9848592877388,1.4030635356903076,0.7505345940589905
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,10,0.042558036744594574,0.9866405129432678,1.4555360078811646,0.7469707727432251
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,11,0.04444194585084915,0.9884217977523804,1.9162108898162842,0.7088382244110107
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,12,0.036846160888671875,0.9902921319007874,1.8170595169067383,0.7316464781761169
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,13,0.042381491512060165,0.987442135810852,1.706781029701233,0.7426941990852356
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,14,0.027225753292441368,0.9933202862739563,1.7777347564697266,0.7448325157165527
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,15,0.015370801091194153,0.9964374899864197,1.8748706579208374,0.7341411113739014
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,16,0.03364647924900055,0.9902030825614929,2.008816957473755,0.7198859453201294
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,17,0.04302726686000824,0.9873530268669128,2.135841131210327,0.7287954092025757
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,18,0.04354410618543625,0.9866405129432678,2.262587308883667,0.7216678261756897
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,19,0.028368953615427017,0.9926968216896057,2.296602249145508,0.7369921803474426
shared_l2_f32-64_k5x5-3x3_max,2,32-64,5x5-3x3,max,7394630,20,0.01434849388897419,0.9963484406471252,2.2222771644592285,0.7270135283470154
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,1,1.0367155075073242,0.5989490747451782,0.847888708114624,0.6831789016723633
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,2,0.7557455897331238,0.7193623185157776,0.7783871293067932,0.7156094312667847
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,3,0.5978101491928101,0.7847346067428589,0.7130878567695618,0.7590876817703247
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,4,0.423238605260849,0.8461881279945374,0.8504557609558105,0.7109764814376831
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,5,0.29219120740890503,0.8977556228637695,0.8814375400543213,0.7423378229141235
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,6,0.18897326290607452,0.9353402256965637,0.9568912386894226,0.7523164749145508
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,7,0.12243003398180008,0.9597434997558594,1.1356133222579956,0.7359230518341064
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,8,0.1000220775604248,0.9678482413291931,1.1466926336288452,0.7387740612030029
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,9,0.08093146979808807,0.9757748246192932,1.4200804233551025,0.7056307792663574
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,10,0.0655713602900505,0.9823654890060425,1.3217600584030151,0.7334283590316772
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,11,0.0361553393304348,0.9911827445030212,1.4972617626190186,0.732002854347229
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,12,0.03189798817038536,0.9926077723503113,1.6048957109451294,0.7369921803474426
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,13,0.056884247809648514,0.9820983409881592,1.443982720375061,0.7238061428070068
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,14,0.06185312569141388,0.9823654890060425,1.685722827911377,0.7387740612030029
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,15,0.044846825301647186,0.9877983331680298,1.5547722578048706,0.7380613088607788
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,16,0.028237532824277878,0.9930530786514282,1.801262378692627,0.7191731929779053
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,17,0.04558669403195381,0.9858389496803284,1.8156170845031738,0.7266571521759033
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,18,0.030568750575184822,0.9914499521255493,2.0895094871520996,0.7017106413841248
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,19,0.020555980503559113,0.9951906204223633,2.038085699081421,0.7227370142936707
shared_l2_f16-32_k5x5-3x3_average,2,16-32,5x5-3x3,average,3693158,20,0.04862196370959282,0.9861952066421509,1.9714680910110474,0.7124019861221313
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,1,1.0798643827438354,0.6197007298469543,0.8839778900146484,0.6703492403030396
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,2,0.621947705745697,0.7776986360549927,0.7880452275276184,0.7166785597801208
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,3,0.3810245394706726,0.8703241944313049,0.8961808681488037,0.710620105266571
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,4,0.21737758815288544,0.9315105080604553,1.054453730583191,0.7116892337799072
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,5,0.12969855964183807,0.9623263478279114,1.013952612876892,0.7273699045181274
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,6,0.08385049551725388,0.9791592359542847,1.0566433668136597,0.7263007760047913
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,7,0.04596292972564697,0.9899358749389648,1.2354003190994263,0.7159658074378967
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,8,0.0700802132487297,0.982721745967865,1.396493911743164,0.7052744030952454
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,9,0.05336710065603256,0.984592080116272,1.5239284038543701,0.6756949424743652
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,10,0.045388881117105484,0.9882436990737915,1.5969874858856201,0.6963649392127991
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,11,0.0418885163962841,0.989757776260376,1.6787880659103394,0.6985031962394714
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,12,0.06133639067411423,0.9828108549118042,1.6786268949508667,0.6981468200683594
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,13,0.044503651559352875,0.987442135810852,1.9146311283111572,0.6974340677261353
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,14,0.06912779062986374,0.9812076687812805,1.9902437925338745,0.6842480301856995
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,15,0.03005019575357437,0.9928749799728394,2.070805788040161,0.7063435316085815
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,16,0.01613738387823105,0.9972390532493591,2.121084451675415,0.6949394345283508
