run_id,conv_layer_count,filter_profile,kernel_profile,pooling_type,params,epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,17,0.009525500237941742,0.9987531304359436,2.0051355361938477,0.7263007760047913
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,18,0.027841495350003242,0.9934983849525452,2.3621134757995605,0.6514611840248108
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,19,0.05698578059673309,0.9833452105522156,2.070352077484131,0.7017106413841248
shared_l1_f32_k3x3_max,1,32,3x3,max,16258822,20,0.02849694900214672,0.9921624660491943,2.4945931434631348,0.6853171586990356
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,1,1.0374234914779663,0.615871012210846,0.9912837743759155,0.6389878988265991
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,2,0.6854466199874878,0.7535625100135803,0.7951639294624329,0.7213114500045776
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,3,0.45151063799858093,0.8455646634101868,0.9057331085205078,0.6796151399612427
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,4,0.24900484085083008,0.9225151538848877,0.9693374633789062,0.7002850770950317
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,5,0.15870916843414307,0.9512825012207031,1.1201400756835938,0.703136146068573
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,6,0.0958593413233757,0.9759529829025269,1.3876757621765137,0.643977165222168
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,7,0.06765393912792206,0.9830780029296875,1.4258087873458862,0.6821097731590271
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,8,0.0448964461684227,0.9901139736175537,1.5125614404678345,0.6860299110412598
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,9,0.03111455962061882,0.9940328001976013,1.4927502870559692,0.688524603843689
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,10,0.035184260457754135,0.9926077723503113,1.6079167127609253,0.6760513186454773
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,11,0.043404631316661835,0.9880655407905579,1.7128852605819702,0.6760513186454773
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,12,0.07930637896060944,0.9776451587677002,1.8570584058761597,0.6767640709877014
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,13,0.045444801449775696,0.988599956035614,1.7778297662734985,0.6970776915550232
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,14,0.03228946402668953,0.9910936951637268,1.9086413383483887,0.6952958106994629
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,15,0.02079768478870392,0.9956359267234802,2.2840473651885986,0.6789023280143738
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,16,0.05478169023990631,0.9848592877388,1.997924566268921,0.6764076948165894
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,17,0.056339114904403687,0.9826326966285706,2.2967441082000732,0.6593015193939209
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,18,0.06753909587860107,0.9828999042510986,2.209815263748169,0.6535994410514832
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,19,0.023016273975372314,0.9942108988761902,2.09213924407959,0.6521739363670349
shared_l1_f16_k3x3_average,1,16,3x3,average,8129862,20,0.03109111450612545,0.9934093356132507,2.3229899406433105,0.6653599143028259
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,1,1.019745945930481,0.6203241944313049,0.9472177028656006,0.6607270240783691
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,2,0.622405469417572,0.774937629699707,0.8205082416534424,0.7156094312667847
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,3,0.36526694893836975,0.8764695525169373,0.8999413847923279,0.7006414532661438
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,4,0.1902599334716797,0.9443355798721313,0.9498539566993713,0.724518895149231
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,5,0.09856396913528442,0.9753295183181763,1.124426245689392,0.7170349359512329
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,6,0.060757867991924286,0.9858389496803284,1.366468906402588,0.6707056164741516
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,7,0.06419643014669418,0.9825436472892761,1.3650732040405273,0.6985031962394714
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,8,0.035159915685653687,0.9925187230110168,1.3937723636627197,0.7131147384643555
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,9,0.04704780876636505,0.9881545901298523,1.6180596351623535,0.6732003092765808
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,10,0.06786948442459106,0.9820092916488647,1.686826229095459,0.6514611840248108
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,11,0.050426069647073746,0.9866405129432678,1.8526954650878906,0.7045616507530212
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,12,0.029973670840263367,0.9922515153884888,1.9546308517456055,0.7002850770950317
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,13,0.02818882092833519,0.9926077723503113,1.9519695043563843,0.6464718580245972
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,14,0.08087223768234253,0.9763982892036438,1.9288527965545654,0.6842480301856995
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,15,0.025770651176571846,0.9932312369346619,1.9567633867263794,0.6831789016723633
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,16,0.02179795503616333,0.9950124621391296,2.1750335693359375,0.6895937323570251
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,17,0.012088166549801826,0.9975062608718872,2.2687816619873047,0.7042052745819092
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,18,0.011875948868691921,0.9979515671730042,2.245178699493408,0.6607270240783691
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,19,0.021801969036459923,0.9938546419143677,2.219038724899292,0.6557376980781555
shared_l1_f16_k3x3_max,1,16,3x3,max,8129862,20,0.06952299177646637,0.9800498485565186,2.501293897628784,0.6682109832763672
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,1,1.1654616594314575,0.58933025598526,0.9909936785697937,0.6290092468261719
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,2,0.7234849333763123,0.732721745967865,0.8684502243995667,0.6828225255012512
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,3,0.4849856495857239,0.8292661309242249,0.9787461757659912,0.6764076948165894
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,4,0.2848442792892456,0.9040790796279907,1.1370984315872192,0.6856735348701477
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,5,0.1641949713230133,0.9470965266227722,1.2616766691207886,0.6917319893836975
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,6,0.11266130954027176,0.9657106995582581,1.4335813522338867,0.6860299110412598
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,7,0.10561826080083847,0.9690060615539551,1.6361188888549805,0.6603706479072571
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,8,0.07640667259693146,0.9792482852935791,1.870469093322754,0.659657895565033
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,9,0.05744655057787895,0.9846811294555664,1.8534289598464966,0.6607270240783691
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,10,0.06655602902173996,0.9801389575004578,1.931908130645752,0.6315039396286011
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,11,0.06333097070455551,0.9820092916488647,2.3608479499816895,0.6329294443130493
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,12,0.08314414322376251,0.9789811372756958,2.655226945877075,0.6258018612861633
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,13,0.04856292903423309,0.9850373864173889,2.3612220287323,0.6778331995010376
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,14,0.03488314151763916,0.9910936951637268,2.5794966220855713,0.6607270240783691
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,15,0.053881675004959106,0.9852155447006226,2.8598546981811523,0.6411261558532715
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,16,0.06311550736427307,0.9828108549118042,2.9055910110473633,0.6560940742492676
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,17,0.03857860714197159,0.9887780547142029,2.6858999729156494,0.6732003092765808
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,18,0.030607987195253372,0.9921624660491943,2.8855209350585938,0.6646471619606018
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,19,0.01659100502729416,0.996704638004303,2.8706085681915283,0.6707056164741516
shared_l1_f32_k5x5_max,1,32,5x5,max,15748358,20,0.016497891396284103,0.996971845626831,2.9632136821746826,0.6518175601959229
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,1,1.1783093214035034,0.5892412066459656,0.9579992890357971,0.6482537388801575
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,2,0.7937202453613281,0.7063590884208679,0.9101071953773499,0.6550249457359314
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,3,0.5630811452865601,0.7992518544197083,0.9540411829948425,0.6881682276725769
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,4,0.33503639698028564,0.8872461915016174,1.0410411357879639,0.6899501085281372
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,5,0.20821870863437653,0.9308870434761047,1.142188549041748,0.7009978890419006
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,6,0.14202500879764557,0.9564481377601624,1.3643790483474731,0.6514611840248108
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,7,0.10708959400653839,0.9683825969696045,1.539717674255371,0.6810406446456909
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,8,0.08308039605617523,0.9767545461654663,1.6608208417892456,0.6735566854476929
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,9,0.07026232779026031,0.9812076687812805,1.7880374193191528,0.6696364879608154
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,10,0.051472775638103485,0.9862843155860901,1.9970113039016724,0.6642907857894897
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,11,0.07058935612440109,0.9793373942375183,2.1300785541534424,0.6557376980781555
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,12,0.058002300560474396,0.984592080116272,2.062164783477783,0.6707056164741516
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,13,0.03540453314781189,0.9910936951637268,2.1664822101593018,0.6835352778434753
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,14,0.05671864375472069,0.9840577244758606,2.64211106300354,0.6279401183128357
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,15,0.052769120782613754,0.9839686751365662,2.584568500518799,0.6450463533401489
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,16,0.11333754658699036,0.9674919843673706,2.6145360469818115,0.6789023280143738
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,17,0.06127795949578285,0.9819201827049255,2.522014617919922,0.645759105682373
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,18,0.05402437597513199,0.9856608510017395,2.682149648666382,0.6642907857894897
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,19,0.03970511257648468,0.9885108470916748,2.68615460395813,0.6728439331054688
shared_l1_f32_k5x5_average,1,32,5x5,average,15748358,20,0.018658991903066635,0.9957249760627747,2.85962176322937,0.6489664912223816
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,1,1.1080635786056519,0.5814927220344543,0.9715672731399536,0.6411261558532715
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,2,0.7181814908981323,0.7376202344894409,0.8661278486251831,0.6792587041854858
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,3,0.48941728472709656,0.8249020576477051,1.0031895637512207,0.6756949424743652
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,4,0.30291131138801575,0.8994477987289429,1.08303701877594,0.6849607825279236
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,5,0.17462988197803497,0.9451371431350708,1.311001181602478,0.6789023280143738
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,6,0.12678682804107666,0.9623263478279114,1.386806845664978,0.6739130616188049
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,7,0.11019168794155121,0.968026340007782,1.5183786153793335,0.6678546071052551
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,8,0.07311820983886719,0.9810295701026917,1.8031822443008423,0.6678546071052551
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,9,0.07621355354785919,0.9775561094284058,1.8171420097351074,0.6568068265914917
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,10,0.06280013173818588,0.9820983409881592,1.9011937379837036,0.6699928641319275
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,11,0.05346668139100075,0.9863733649253845,2.273169755935669,0.6461154818534851
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,12,0.07264735549688339,0.9801389575004578,2.2193031311035156,0.636849582195282
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,13,0.06348457932472229,0.9820983409881592,2.110055685043335,0.6642907857894897
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,14,0.033177535980939865,0.9932312369346619,2.597432851791382,0.6468282341957092
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,15,0.04156973585486412,0.9900249242782593,2.415790557861328,0.6589451432228088
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,16,0.05487610772252083,0.9850373864173889,2.442005157470703,0.6553813219070435
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,17,0.06024453043937683,0.982721745967865,3.091822862625122,0.6290092468261719
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,18,0.042517900466918945,0.9894905686378479,2.6313812732696533,0.652886688709259
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,19,0.03844126686453819,0.9900249242782593,2.584162473678589,0.64433354139328
shared_l1_f16_k5x5_max,1,16,5x5,max,7874630,20,0.04464157298207283,0.9873530268669128,2.938920259475708,0.6325730681419373
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,1,1.0722578763961792,0.5910224318504333,0.9245514869689941,0.6732003092765808
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,2,0.7417524456977844,0.7285358309745789,0.9140666127204895,0.6724874973297119
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,3,0.5341358780860901,0.8091378808021545,1.0576506853103638,0.643977165222168
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,4,0.34108391404151917,0.8832383155822754,1.0422934293746948,0.6856735348701477
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,5,0.1939857453107834,0.9376558661460876,1.237023115158081,0.6710619926452637
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,6,0.13707035779953003,0.9597434997558594,1.3927744626998901,0.6432644128799438
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,7,0.09979289025068283,0.9704310894012451,1.4595669507980347,0.6728439331054688
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,8,0.07154665887355804,0.981563925743103,1.6716248989105225,0.6607270240783691
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,9,0.048855576664209366,0.9877983331680298,1.8836804628372192,0.6560940742492676
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,10,0.06861292570829391,0.9809405207633972,1.8656203746795654,0.6607270240783691
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,11,0.069578155875206,0.9788920283317566,2.0102779865264893,0.6101211905479431
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,12,0.0666431188583374,0.9804952144622803,2.1063618659973145,0.6614397764205933
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,13,0.07304523140192032,0.9779123663902283,2.1745920181274414,0.6553813219070435
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,14,0.043682754039764404,0.9892233610153198,2.3114709854125977,0.6625089049339294
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,15,0.032184991985559464,0.9914499521255493,2.366023063659668,0.6657163500785828
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,16,0.04261752590537071,0.9882436990737915,2.460437297821045,0.660014271736145
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,17,0.048852697014808655,0.9858389496803284,2.566258668899536,0.6603706479072571
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,18,0.02900749072432518,0.9923405647277832,2.5782876014709473,0.6532430648803711
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,19,0.045660700649023056,0.9881545901298523,2.6311635971069336,0.6446899771690369
shared_l1_f16_k5x5_average,1,16,5x5,average,7874630,20,0.03291156888008118,0.9920734167098999,3.038858652114868,0.622238039970398
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,1,1.0341148376464844,0.6172069907188416,0.9914757609367371,0.6582323312759399
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,2,0.628799557685852,0.7748485803604126,0.817175030708313,0.7156094312667847
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,3,0.37796568870544434,0.8702351450920105,0.968982994556427,0.6799715161323547
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,4,0.22471879422664642,0.9267011284828186,1.0310498476028442,0.7020670175552368
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,5,0.12687137722969055,0.9644638299942017,1.1591449975967407,0.7066999077796936
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,6,0.09249050915241241,0.9737263917922974,1.2356592416763306,0.7184604406356812
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,7,0.09993602335453033,0.9699857234954834,1.4800504446029663,0.6945830583572388
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,8,0.06608177721500397,0.9807623624801636,1.4291929006576538,0.6931574940681458
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,9,0.039523784071207047,0.9913609027862549,1.4852288961410522,0.7148966789245605
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,10,0.04994308203458786,0.9857499003410339,1.576079249382019,0.6895937323570251
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,11,0.03960920497775078,0.9898468255996704,1.7323367595672607,0.681397020816803
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,12,0.04164041578769684,0.9894905686378479,2.155557155609131,0.6625089049339294
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,13,0.05409624055027962,0.9850373864173889,1.8359322547912598,0.652886688709259
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,14,0.05040781572461128,0.987174928188324,1.9313623905181885,0.6781895756721497
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,15,0.03727575019001961,0.9921624660491943,2.146005868911743,0.6735566854476929
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,16,0.021163802593946457,0.9953687191009521,2.3655495643615723,0.681397020816803
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,17,0.03310912102460861,0.9903811812400818,2.197687864303589,0.6732003092765808
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,18,0.030943676829338074,0.9915390014648438,2.51692271232605,0.652530312538147
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,19,0.04290270432829857,0.9884217977523804,2.214522123336792,0.6810406446456909
shared_l1_f32_k3x3_average,1,32,3x3,average,16258822,20,0.03156641125679016,0.9917171597480774,3.0864856243133545,0.586600124835968
